paperId,paperUrl,conferenceJournalId,conferenceJournalTitle,paperTitle,paperAbstract,paperType,proceedingsVolumesIds
p1965,1e6f2b06416eb3e2df0c73c90e1bb3f81627a32a,c89,Conference on Uncertainty in Artificial Intelligence,Graphical Models for Game Theory,We introduce a compact graph-theoretic representation for multi-party game theory. Our main result is a provably correct and efficient algorithm for computing approximate Nash equilibria in one-stage games represented by trees or sparse graphs.,fullPaper,cp89
p1966,dce4848f314d1bc4eae80ea5efd1390654a4c341,c52,Workshop on Learning from Authoritative Security Experiment Results,Mathematics of networks,"An introduction to the mathematical tools used in the study of networks. Topics discussed include: the adjacency matrix; weighted, directed, acyclic, and bipartite networks; multilayer and dynamic networks; trees; planar networks. Some basic properties of networks are then discussed, including degrees, density and sparsity, paths on networks, component structure, and connectivity and cut sets. The final part of the chapter focuses on the graph Laplacian and its applications to network visualization, graph partitioning, the theory of random walks, and other problems.",poster,cp52
p1967,a83e9a3dce59292d7dbdab2a8dd20c6b73db3005,j299,IEEE Transactions on Pattern Analysis and Machine Intelligence,"The image foresting transform: theory, algorithms, and applications","The image foresting transform (IFT) is a graph-based approach to the design of image processing operators based on connectivity. It naturally leads to correct and efficient implementations and to a better understanding of how different operators relate to each other. We give here a precise definition of the IFT, and a procedure to compute it-a generalization of Dijkstra's algorithm-with a proof of correctness. We also discuss implementation issues and illustrate the use of the IFT in a few applications.",fullPaper,jv299
p1968,1467a3ff88a9b9fbd54e8c8afa0cb1d62bcf6a22,c30,IEEE Aerospace Conference,Applications of Combinatorial Matrix Theory to Laplacian Matrices of Graphs,"Matrix Theory Preliminaries Vector Norms, Matrix Norms, and the Spectral Radius of a Matrix Location of Eigenvalues Perron-Frobenius Theory M-Matrices Doubly Stochastic Matrices Generalized Inverses Graph Theory Preliminaries Introduction to Graphs Operations of Graphs and Special Classes of Graphs Trees Connectivity of Graphs Degree Sequences and Maximal Graphs Planar Graphs and Graphs of Higher Genus Introduction to Laplacian Matrices Matrix Representations of Graphs The Matrix Tree Theorem The Continuous Version of the Laplacian Graph Representations and Energy Laplacian Matrices and Networks The Spectra of Laplacian Matrices The Spectra of Laplacian Matrices Under Certain Graph Operations Upper Bounds on the Set of Laplacian Eigenvalues The Distribution of Eigenvalues Less than One and Greater than One The Grone-Merris Conjecture Maximal (Threshold) Graphs and Integer Spectra Graphs with Distinct Integer Spectra The Algebraic Connectivity Introduction to the Algebraic Connectivity of Graphs The Algebraic Connectivity as a Function of Edge Weight The Algebraic Connectivity with Regard to Distances and Diameters The Algebraic Connectivity in Terms of Edge Density and the Isoperimetric Number The Algebraic Connectivity of Planar Graphs The Algebraic Connectivity as a Function Genus k where k is greater than 1 The Fiedler Vector and Bottleneck Matrices for Trees The Characteristic Valuation of Vertices Bottleneck Matrices for Trees Excursion: Nonisomorphic Branches in Type I Trees Perturbation Results Applied to Extremizing the Algebraic Connectivity of Trees Application: Joining Two Trees by an Edge of Infinite Weight The Characteristic Elements of a Tree The Spectral Radius of Submatrices of Laplacian Matrices for Trees Bottleneck Matrices for Graphs Constructing Bottleneck Matrices for Graphs Perron Components of Graphs Minimizing the Algebraic Connectivity of Graphs with Fixed Girth Maximizing the Algebraic Connectivity of Unicyclic Graphs with Fixed Girth Application: The Algebraic Connectivity and the Number of Cut Vertices The Spectral Radius of Submatrices of Laplacian Matrices for Graphs The Group Inverse of the Laplacian Matrix Constructing the Group Inverse for a Laplacian Matrix of a Weighted Tree The Zenger Function as a Lower Bound on the Algebraic Connectivity The Case of the Zenger Equalling the Algebraic Connectivity in Trees Application: The Second Derivative of the Algebraic Connectivity as a Function of Edge Weight",poster,cp30
p1969,60fca57bca813e06d2bdf7acb1b970bfce3e858d,c111,International Society for Music Information Retrieval Conference,Strategic Interaction and Networks,"This paper brings a general network analysis to a wide class of economic games. A network, or interaction matrix, tells who directly interacts with whom. A major challenge is determining how network structure shapes overall outcomes. We have a striking result. Equilibrium conditions depend on a single number: the lowest eigenvalue of a network matrix. Combining tools from potential games, optimization, and spectral graph theory, we study games with linear best replies and characterize the Nash and stable equilibria for any graph and for any impact of players’ actions. When the graph is sufficiently absorptive (as measured by this eigenvalue), there is a unique equilibrium. When it is less absorptive, stable equilibria always involve extreme play where some agents take no actions at all. This paper is the first to show the importance of this measure to social and economic outcomes, and we relate it to different network link patterns.",poster,cp111
p1970,0cd7469b7fc4ad90a0552e7124f60f1d216f467f,j341,Journal of Computational Neuroscience,"Two’s company, three (or more) is a simplex",Abstract content,fullPaper,jv341
p1971,f7dccb8cb2e795b9a6d882523b316aa2930b72ad,c38,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",On Communicating Finite-State Machines,"A model of commumcations protocols based on finite-state machines is investigated. The problem addressed is how to ensure certain generally desirable properties, which make protocols ""wellformed,"" that is, specify a response to those and only those events that can actually occur. It is determined to what extent the problem is solvable, and one approach to solving it ts described. Categories and SubJect Descriptors' C 2 2 [Computer-Conununication Networks]: Network Protocols-protocol verification; F 1 1 [Computation by Abstract Devices] Models of Computation--automata; G.2.2 [Discrete Mathematics] Graph Theory--graph algoruhms; trees General Terms: Reliability, Verification Additional",poster,cp38
p1972,bc3c2d97e967e18e1eafd9f2b1b887bf79c9d545,c90,Computer Vision and Pattern Recognition,Graph embedding: a general framework for dimensionality reduction,"In the last decades, a large family of algorithms - supervised or unsupervised; stemming from statistic or geometry theory - have been proposed to provide different solutions to the problem of dimensionality reduction. In this paper, beyond the different motivations of these algorithms, we propose a general framework, graph embedding along with its linearization and kernelization, which in theory reveals the underlying objective shared by most previous algorithms. It presents a unified perspective to understand these algorithms; that is, each algorithm can be considered as the direct graph embedding or its linear/kernel extension of some specific graph characterizing certain statistic or geometry property of a data set. Furthermore, this framework is a general platform to develop new algorithm for dimensionality reduction. To this end, we propose a new supervised algorithm, Marginal Fisher Analysis (MFA), for dimensionality reduction by designing two graphs that characterize the intra-class compactness and inter-class separability, respectively. MFA measures the intra-class compactness with the distance between each data point and its neighboring points of the same class, and measures the inter-class separability with the class margins; thus it overcomes the limitations of traditional Linear Discriminant Analysis algorithm in terms of data distribution assumptions and available projection directions. The toy problem on artificial data and the real face recognition experiments both show the superiority of our proposed MFA in comparison to LDA.",fullPaper,cp90
p1973,a0095ea6b13b95073088f2afb6e33e4d7761b04e,c32,International Conference on Software Technology: Methods and Tools,Entanglement in Graph States and its Applications,"Graph states form a rich class of entangled states that exhibit important aspects of multi-partite entanglement. At the same time, they can be described by a number of parameters that grows only moderately with the system size. They have a variety of applications in quantum information theory, most prominently as algorithmic resources in the context of the one-way quantum computer, but also in other fields such as quantum error correction and multi-partite quantum communication, as well as in the study of foundational issues such as non-locality and decoherence. In this review, we give a tutorial introduction into the theory of graph states. We introduce various equivalent ways how to define graph states, and discuss the basic notions and properties of these states. The focus of this review is on their entanglement properties. These include aspects of non-locality, bi-partite and multi-partite entanglement and its classification in terms of the Schmidt measure, the distillability properties of mixed entangled states close to a pure graph state, as well as the robustness of their entanglement under decoherence. We review some of the known applications of graph states, as well as proposals for their experimental implementation.",poster,cp32
p1974,8d03e9bccb5efb02fee168ab968c6cfa8884905c,c70,International Conference on Intelligent Robotics and Applications,Combinatorial Algebraic Topology,Abstract content,poster,cp70
p1975,0dbffa44f08aec11d35cb404beac6c0f748498b1,j313,Canadian Journal of Mathematics - Journal Canadien de Mathematiques,A Contribution to the Theory of Chromatic Polynomials,"Summary Two polynomials θ(G, n) and ϕ(G, n) connected with the colourings of a graph G or of associated maps are discussed. A result believed to be new is proved for the lesser-known polynomial ϕ(G, n). Attention is called to some unsolved problems concerning ϕ(G, n) which are natural generalizations of the Four Colour Problem from planar graphs to general graphs. A polynomial χ(G, x, y) in two variables x and y, which can be regarded as generalizing both θ(G, n) and ϕ(G, n) is studied. For a connected graph χ(G, x, y) is defined in terms of the “spanning” trees of G (which include every vertex) and in terms of a fixed enumeration of the edges.",fullPaper,jv313
p1976,d20399ead61efbf3ac4abed80836b5fe1bda64d9,c20,Research Conference of the South African Institute of Computer Scientists and Information Technologists,"Towards a spectral theory of graphs based on the signless Laplacian, I","A spectral graph theory is a theory in which graphs are studied by means of eigenvalues of a matrix �� which is in a prescribed way defined for any graph. This theory is called �� -theory. We outline a spectral theory of graphs based on the signless Laplacians �� and compare it with other spectral theories, in particular with those based on the adjacency matrix �� and the Laplacian �� . The �� -theory can be composed using various connections to other theories: equivalency with �� -theory and �� -theory for regular graphs, or with �� -theory for bipartite graphs, general analogies with �� -theory and analogies with �� -theory via line graphs and subdivision graphs. We present results on graph operations, inequalities for eigenvalues and reconstruction problems.",poster,cp20
p1977,3bc4736f9b8512043ed47357a81f26b93a1204b6,c5,IEEE Symposium on Visual Languages / Human-Centric Computing Languages and Environments,Semi-supervised learning with graphs,"In traditional machine learning approaches to classification, one uses only a labeled set to train the classifier. Labeled instances however are often difficult, expensive, or time consuming to obtain, as they require the efforts of experienced human annotators. Meanwhile unlabeled data may be relatively easy to collect, but there has been few ways to use them. Semi-supervised learning addresses this problem by using large amount of unlabeled data, together with the labeled data, to build better classifiers. Because semi-supervised learning requires less human effort and gives higher accuracy, it is of great interest both in theory and in practice. 
We present a series of novel semi-supervised learning approaches arising from a graph representation, where labeled and unlabeled instances are represented as vertices, and edges encode the similarity between instances. They address the following questions: How to use unlabeled data? (label propagation); What is the probabilistic interpretation? (Gaussian fields and harmonic functions); What if we can choose labeled data? (active learning); How to construct good graphs? (hyperparameter learning); How to work with kernel machines like SVM? (graph kernels); How to handle complex data like sequences? (kernel conditional random fields); How to handle scalability and induction? (harmonic mixtures). An extensive literature review is included at the end.",poster,cp5
p1978,ba5f513fc3be3432018a3f93b12e17a3f1580324,c42,Joint Conference of International Workshop on Software Measurement and International Conference on Software Process and Product Measurement,"Protein-to-protein interactions: Technologies, databases, and algorithms","Studying proteins and their structures has an important role for understanding protein functionalities. Recently, due to important results obtained with proteomics, a great interest has been given to interactomics, that is, the study of protein-to-protein interactions, called PPI, or more generally, interactions among macromolecules, particularly within cells. Interactomics means studying, modeling, storing, and retrieving protein-to-protein interactions as well as algorithms for manipulating, simulating, and predicting interactions. PPI data can be obtained from biological experiments studying interactions. Modeling and storing PPIs can be realized by using graph theory and graph data management, thus graph databases can be queried for further experiments. PPI graphs can be used as input for data-mining algorithms, where raw data are binary interactions forming interaction graphs, and analysis algorithms retrieve biological interactions among proteins (i.e., PPI biological meanings). For instance, predicting the interactions between two or more proteins can be obtained by mining interaction networks stored in databases. In this article we survey modeling, storing, analyzing, and manipulating PPI data. After describing the main PPI models, mostly based on graphs, the article reviews PPI data representation and storage, as well as PPI databases. Algorithms and software tools for analyzing and managing PPI networks are discussed in depth. The article concludes by discussing the main challenges and research directions in PPI networks.",poster,cp42
p1979,3742c17f24437a310b05888de2618212fe82cedf,c97,Interspeech,Ramanujan Graphs,"In the last two decades, the theory of Ramanujan graphs has gained prominence primarily for two reasons. First, from a practical viewpoint, these graphs resolve an extremal problem in communication network theory (see for example [2]). Second, from a more aesthetic viewpoint, they fuse diverse branches of pure mathematics, namely, number theory, representation theory and algebraic geometry. The purpose of this survey is to unify some of the recent developments and expose certain open problems in the area. This survey is by no means an exhaustive one and demonstrates a highly number-theoretic bias. For more comprehensive surveys, we refer the reader to [27], [9] or [13]. For a more up-to-date survey highlighting the connection between graph theory and automorphic representations, we refer the reader to Winnie Li’s recent survey article [11]. A is a triple consisting of avertex (X), an and a map that associates to each edge two vertices (not necessarily distinct) called itsendpoints. A is an edge whose endpoints are equal. Multiple edges are edges having the same pair of endpoints. A is one having no loops or multiple edges. If a graph has loops or multiple edges, we will call it a multigraph. When two verticesu andv are endpoints of an edge, we say they are and (sometimes) write to indicate this. To any graph, we may associate the which is ann matrix (wheren |) with rows and columns indexed by the elements of the vertex set and the y)-th entry is the number of edges connecting and y. Since our graphs are undirected, the matrix is symmetric. Consequently, all of its eigenvalues are real. The convention regarding terminology is not clear in the literature. Most use the term ‘graph’ to mean a simple graph as we have defined it above. Thus, the",poster,cp97
p1980,b1cda064decc073881941c6d4f4ef3d6a3daafb4,j342,Mathematical programming,Statistical ranking and combinatorial Hodge theory,Abstract content,fullPaper,jv342
p1981,76b76de8318457348973d8a655d1212fe51cf142,c54,International Workshop on Agent-Oriented Software Engineering,The topology of multidimensional potential energy surfaces: Theory and application to peptide structure and kinetics,"Topological characteristics of multidimensional potential energy surfaces are explored and the full conformation space is mapped on the set of local minima. This map partitions conformation space into energy-dependent or temperature-dependent “attraction basins’’ and generates a “disconnectivity’’ graph that reflects the basin connectivity and characterizes the shape of the multidimensional surface. The partitioning of the conformation space is used to express the temporal behavior of the system in terms of basin-to-basin kinetics instead of the usual state-to-state transitions. For this purpose the transition matrix of the system is expressed in terms of basin-to-basin transitions and the corresponding master equation is solved. As an example, the approach is applied to the tetrapeptide, isobutyryl-(ala)3-NH-methyl (IAN), which is the shortest peptide that can form a full helical turn. A nearly complete list of minima and barriers is available for this system from the work of Czerminiski and Elber. The m...",poster,cp54
p1982,b4642da8677ca40ec888c6d450c3308473281b52,c103,ACM SIGACT-SIGOPS Symposium on Principles of Distributed Computing,Incidence matrices and interval graphs,"Abstract : According to present genetic theory, the fine structure of genes consists of linearly ordered elements. A mutant gene is obtained by alteration of some connected portion of this structure. By examining data obtained from suitable experiments, it can be determined whether or not the blemished portions of two mutant genes intersect or not, and thus intersection data for a large number of mutants can be represented as an undirected graph. If this graph is an interval graph, then the observed data is consistent with a linear model of the gene. The problem of determining when a graph is an interval graph is a special case of the following problem concerning (0, 1)-matrices: When can the rows of such a matrix be permuted so as to make the 1's in each colum appear consecutively. A complete theory is obtained for this latter problem, culminating in a decomposition theorem which leads to a rapid algorithm for deciding the question, and for constructing the desired permutation when one exists.",poster,cp103
p1983,3ecd2ef597822fee6f9f7752bcfcbb0242405eb0,c91,Workshop on Algorithms and Models for the Web-Graph,Workshop on Algorithms and Models for the Web Graph,Abstract content,fullPaper,cp91
p1984,2a5bcf67137c98b80ad18d8a76089832f848ceb5,c88,Symposium on the Theory of Computing,Differential and Integral Inequalities,Abstract content,poster,cp88
p1985,6a70edfc099614866996222893e91826b4da3677,c33,International Conference on Agile Software Development,Thermodynamic perturbation theory of polymerization,"We derive several extensions of a previously given first‐order perturbation theory (TPT 1) for fluids in which chain and ring polymers can be formed, due to the presence of two singly bondable molecular attraction sites. We retain graphs which contain a single chain of attraction bonds, and evaluate second‐order perturbation theory (TPT 2) within this framework. The previous formulation with sites fixed in the molecule is generalized to allow movable sites, thus permitting calculations for flexible bead polymers. The TPT 1 result for the equation of state of an equilibrium mixture of chain lengths is in good agreement with simulations of flexible bead polymers of fixed bead number N, when the mean number ν of beads is equated to the fixed N of the simulations. TPT 2 differs from TPT 1 by a rather small term, with improved agreement. If the distribution of movable sites includes configurations such that bonding of one site blocks bonding of the other, then graph resummation must be used. Resummed TPT yield...",poster,cp33
p1986,5ccd1eefd94af0a20e10a0a5e0da22aa2f481c76,c105,Biometrics and Identity Management,Every monotone graph property has a sharp threshold,"In their seminal work which initiated random graph theory Erdos and Renyi discovered that many graph properties have sharp thresholds as the number of vertices tends to infinity. We prove a conjecture of Linial that every monotone graph property has a sharp threshold. This follows from the following theorem. Let Vn(p) = {0, 1}n denote the Hamming space endowed with the probability measure μp defined by μp( 1, 2, . . . , n) = pk · (1 − p)n−k, where k = 1 + 2 + · · · + n. Let A be a monotone subset of Vn. We say that A is symmetric if there is a transitive permutation group Γ on {1, 2, . . . , n} such that A is invariant under Γ. Theorem. For every symmetric monotone A, if μp(A) > then μq(A) > 1− for q = p+ c1 log(1/2 )/ logn. (c1 is an absolute constant.)",poster,cp105
p1987,6356186ad49a7be6ef076a9625e8a47bca9dab20,c58,Australian Software Engineering Conference,Geometric Group Theory,"The aim of this talk is to define the space of ends of a f.g. (finitely generated) group. First, define the space of ends Ends(X) for a metric space X. Define what quasi-isometries are, briefly sketch the concept of proper and geodesic spaces and show that quasi-isometries between such spaces induce homeomorphisms between their spaces of ends. This can be found in [3], p.144/45. Define the Cayley graph for a group presentation and give the main ideas of Theorem 1.5 in [10]. Conclude.",poster,cp58
p1988,9496a84e79463f1004e7880669e7661d5203ed4a,c8,The Compass,Koszul duality for Operads,"(0.1) The purpose of this paper is to relate two seemingly disparate developments. One is the theory of graph cohomology of Kontsevich [Kon 2 3] which arose out of earlier works of Penner [Pe] and Kontsevich [Kon 1] on the cell decomposition and intersection theory on the moduli spaces of curves. The other is the theory of Koszul duality for quadratic associative algebras which was introduced by Priddy [Pr] and has found many applications in homological algebra, algebraic geometry and representation theory (see e.g., [Be] [BGG] [BGS] [Ka 1] [Man]). The unifying concept here is that of an operad. This paper can be divided into two parts consisting of chapters 1, 3 and 2, 4, respectively. The purpose of the first part is to establish a relationship between operads, moduli spaces of stable curves and graph complexes. To each operad we associate a collection of sheaves on moduli spaces. We introduce, in a natural way, the cobar complex of an operad and show that it is nothing but a (special case of the) graph complex, and that both constructions can be interpreted as the Verdier duality functor on sheaves. In the second part we introduce a class of operads, called quadratic, and introduce a distinguished subclass of Koszul operads. The main reason for introducing Koszul operads (and in fact for writing this paper) is that most of the operads ”arising from nature” are Koszul, cf. (0.8) below. We define a natural duality on quadratic operads (which is",poster,cp8
p1989,f276c00bac7594107c291947f560b7b48b1439d7,j343,Mathematics of Operations Research,A Best Possible Heuristic for the k-Center Problem,"In this paper we present a 2-approximation algorithm for the k-center problem with triangle inequality. This result is “best possible” since for any δ < 2 the existence of δ-approximation algorithm would imply that P = NP. It should be noted that no δ-approximation algorithm, for any constant δ, has been reported to date. Linear programming duality theory provides interesting insight to the problem and enables us to derive, in O|E| log |E| time, a solution with value no more than twice the k-center optimal value. 
 
A by-product of the analysis is an O|E| algorithm that identifies a dominating set in G2, the square of a graph G, the size of which is no larger than the size of the minimum dominating set in the graph G. The key combinatorial object used is called a strong stable set, and we prove the NP-completeness of the corresponding decision problem.",fullPaper,jv343
p1990,167261fe1af94863ea1824f6bc58fd4266b954af,c75,International Conference on Machine Learning,On higher rank graph C ∗ -algebras,"Given a row-finite k-graph Λ with no sources we investigate the K-theory of the higher rank graph C *-algebra, C * (Λ). When k = 2 we are able to give explicit formulae to calculate the K-groups of C * (Λ). The K-groups of C * (Λ) for k > 2 can be calculated under certain circumstances. We state that for all k, the torsion-free rank of K 0 (C * (Λ)) and K 1 (C * (Λ)) are equal when C * (Λ) is unital, and we determine the position of the class of the unit of C * (Λ) in K 0 (C * (Λ)).",poster,cp75
p1991,c20ef537e85b010e2f7e68cb328d1388e6c76de7,c22,International Conference on Data Technologies and Applications,"Instantons on ALE spaces, quiver varieties, and Kac-Moody algebras","To Professor Shoshichi Kobayashi on his 60th birthday 1. Introduction. In this paper we shall introduce a new family of varieties, which we call quiver varieties, and study their geometric structures. They have close relation to the singularity theory and the representation theory of the Kac-Moody algebras. Our original motivation was to study solutions of the anti-self-dual Yang-Mills equations on a particular class of 4-dimensional noncompact complete manifolds, the so-called ALE spaces (or the ALE gravitational instantons), which were constructed by Kronheimer [Krl]. In [KN] we gave a description of the framed moduli space of all solutions in terms of solutions of a system of quadratic equations (called the ADHM equations) for representations of a quiver on an affine, simply laced Dynkin graph. It is an analogue of the description, given by Atiyah, Drinfeld, Hitchin, and Manin [ADHM], of the moduli space for IR 4 (or S4) in terms of solutions of a quadratic equation for certain finite-dimensional matrices. Once we set aside their gauge-theoretic origin, there is no longer reason to restrict ourselves to affine Dynkin graphs. Definitions can be generalized to arbitrary finite graphs. We get what we call quiver varieties. We study geometric structures of quiver varieties in this paper. In [Nal] it was noticed that the moduli space of anti-self-dual connections on ALE spaces has a hyper-K/ihler structure, namely a Riemannian metric equipped with three endo-morphisms I, J, K of the tangent bundle which satisfy the relations of quaternion algebra and are covariant constant with respect to the Levi-Civita connection: The same holds for general quiver varieties. In particular, quiver varieties have holomorphic symplectic forms. We study further properties of the quiver variety, such as a natural *-action, symplectic geometry, topology, and so on. As ALE spaces closely related to simple singularities, quiver varieties have very special kinds of singularities that enjoy very nice properties. Surprisingly, the ADHM equation appears in a very different context. In [L3] Lusztig used it to construct ""canonical bases"" of the part U-of the quantized enveloping algebra U associated by Drinfeld and Jimbo to the graph. Motivated by his results, we give a geometric construction of irreducible highest-weight integrable representations of the Kac-Moody algebra associated to the graph (Theorem 10.14). The weight space of the representation space will be given as a vector space consisting of constructible functions on a Lagrangian subvariety of a quiver variety. The action of the Kac-Moody …",poster,cp22
p1992,28973306da1959a376780af9db8ac9ff7061c789,c92,Advances in Soft Computing,First Course on Fuzzy Theory and Applications,Abstract content,fullPaper,cp92
p1993,897aa57d2811be3f2d5aca74123cf7bfa9e75344,c61,Jahrestagung der Gesellschaft für Informatik,Computational Invariant Theory,Abstract content,poster,cp61
p1994,bedf65261e1518cf1cf959c0f30c65dbb56b5d65,j338,Internet Mathematics,The Average Distance in a Random Graph with Given Expected Degrees,"Random graph theory is used to examine the ""small-world phenomenon""– any two strangers are connected through a short chain of mutual acquaintances. We will show that for certain families of random graphs with given expected degrees, the average distance is almost surely of order log n/ logd̃ where d̃ is the weighted average of the sum of squares of the expected degrees. Of particular interest are power law random graphs in which the number of vertices of degree k is proportional to 1/k β for some fixed exponent β. For the case of β > 3, we prove that the average distance of the power law graphs is almost surely of order log n/ log d̃. However, many Internet, social, and citation networks are power law graphs with exponents in the range 2 < β < 3 for which the power law random graphs have average distance almost surely of order log log n, but have diameter of order log n (provided having some mild constraints for the average distance and maximum degree). In particular, these graphs contain a dense subgraph, that we call the core, having n c/ log log n vertices. Almost all vertices are within distance log log n of the core although there are vertices at distance log n from the core.",fullPaper,jv338
p1995,959258cb7ff636fee908e6f6877388081ca706b6,c51,Conference of the Centre for Advanced Studies on Collaborative Research,How to Draw a Graph,"W E use the definitions of (11). However, in deference to some recent attempts to unify the terminology of graph theory we replace the term 'circuit' by 'polygon', and 'degree' by 'valency'. A graph G is 3-connected (nodally 3-connected) if it is simple and non-separable and satisfies the following condition; if G is the union of two proper subgraphs H and K such that HnK consists solely of two vertices u and v, then one of H and K is a link-graph (arc-graph) with ends u and v. It should be noted that the union of two proper subgraphs H and K of G can be the whole of G only if each of H and K includes at least one edge or vertex not belonging to the other. In this paper we are concerned mainly with nodally 3-connected graphs, but a specialization to 3-connected graphs is made in § 12. In § 3 we discuss conditions for a nodally 3-connected graph to be planar, and in § 5 we discuss conditions for the existence of Kuratowski subgraphs of a given graph. In §§ 6-9 we show how to obtain a convex representation of a nodally 3-connected graph, without Kuratowski subgraphs, by solving a set of linear equations. Some extensions of these results to general graphs, with a proof of Kuratowski's theorem, are given in §§ 10-11. In § 12 we discuss the representation in the plane of a pair of dual graphs, and in § 13 we draw attention to some unsolved problems.",poster,cp51
p1996,d3ecad6e490d22e0bac1dc86e3a363ad791171a2,c61,Jahrestagung der Gesellschaft für Informatik,I-path analysis,"A circuit at the register transfer level is denoted as an RTL circuit. The paper describes a method for extracting the RTL circuit structure from the circuit formal description, using the I-path concept. The way of representing the RTL circuit structure by a labelled directed graph where nodes represent components and arcs represent connections between them, is presented. Labels identifying the component type are attached to the nodes, and other labels are attached to arcs to identify attributes of connections. It is shown, how the graph theory algorithms can be used to derive the information about the accessibility of circuit components, i.e., the existence of I-paths between them, and the sequences of control and clock signals which must be generated to transfer the information along the existing I-paths.<<ETX>>",poster,cp61
p1997,90b1e6a18c6a5dbbfd03752506b5744e257ef5b4,c46,Brazilian Symposium on Software Engineering,"Sparsity - Graphs, Structures, and Algorithms",Abstract content,poster,cp46
p1998,09d298f8418f7cdb1eececea66605e1b20667bc0,c85,International Conference on Graph Transformation,A course on the Web graph,"A Course on the Web Graph provides a comprehensive introduction to state-of-the-art research on the applications of graph theory to real-world networks such as the web graph. It is the first mathematically rigorous textbook discussing both models of the web graph and algorithms for searching the web. After introducing key tools required for the study of web graph mathematics, an overview is given of the most widely studied models for the web graph. A discussion of popular web search algorithms, e.g. PageRank, is followed by additional topics, such as applications of infinite graph theory to the web graph, spectral properties of power law graphs, domination in the web graph, and the spread of viruses in networks. The book is based on a graduate course taught at the AARMS 2006 Summer School at Dalhousie University. As such it is self-contained and includes over 100 exercises. The reader of the book will gain a working knowledge of current research in graph theory and its modern applications. In addition, the reader will learn first-hand about models of the web, and the mathematics underlying modern search engines.",poster,cp85
p1999,15af7f0606ad1a2a438b08a9b05a56455d5ebfee,c74,IEEE International Conference on Tools with Artificial Intelligence,Network theory of microscopic and macroscopic behavior of master equation systems,"A general microscopic and macroscopic theory is developed for systems which are governed by a (linear) master equation. The theory is based on a network representation of the master equation, and the results are obtained mostly by application of some basic theorems of mathematical graph theory. In the microscopic part of the theory, the construction of a steady state solution of the master equation in terms of graph theoretical elements is described (Kirchhoff's theorem), and it is shown that the master equation satisfies a global asymptotic Liapunov stability criterion with respect to this state. The Glansdorff-Prigogine criterion turns out to be the differential version and thus a special case of the global criterion. In the macroscopic part of the theory, a general prescription is given describing macrostates of the systems arbitrarily far from equilibrium in the language of generalized forces and fluxes of nonlinear irreversible thermodynamics. As a particular result, Onsager's reciprocity relations for the phenomenological coefficients are obtained as coinciding with the reciprocity relations of a near-to-equilibrium network.",poster,cp74
p2000,46c0b71ceea130bead6c9120cf6d32b2835db831,c92,Advances in Soft Computing,The Cambridge Structural Database,"This paper is the definitive article describing the creation, maintenance, information content and availability of the Cambridge Structural Database (CSD), the world’s repository of small molecule crystal structures.",poster,cp92
p2001,948fd800ecdd3c99488dde36b41480ca1b8acce3,c104,IEEE International Conference on Multimedia and Expo,The PRIDE database and related tools and resources in 2019: improving support for quantification data,"Abstract The PRoteomics IDEntifications (PRIDE) database (https://www.ebi.ac.uk/pride/) is the world’s largest data repository of mass spectrometry-based proteomics data, and is one of the founding members of the global ProteomeXchange (PX) consortium. In this manuscript, we summarize the developments in PRIDE resources and related tools since the previous update manuscript was published in Nucleic Acids Research in 2016. In the last 3 years, public data sharing through PRIDE (as part of PX) has definitely become the norm in the field. In parallel, data re-use of public proteomics data has increased enormously, with multiple applications. We first describe the new architecture of PRIDE Archive, the archival component of PRIDE. PRIDE Archive and the related data submission framework have been further developed to support the increase in submitted data volumes and additional data types. A new scalable and fault tolerant storage backend, Application Programming Interface and web interface have been implemented, as a part of an ongoing process. Additionally, we emphasize the improved support for quantitative proteomics data through the mzTab format. At last, we outline key statistics on the current data contents and volume of downloads, and how PRIDE data are starting to be disseminated to added-value resources including Ensembl, UniProt and Expression Atlas.",poster,cp104
p2002,95cd83603a0d2b6918a8e34a5637a8f382da96f5,j14,Scientific Data,"MIMIC-III, a freely accessible critical care database",Abstract content,fullPaper,jv14
p2003,da692ee969d9c33986196372c3f7cb87fa6b6f8f,c29,International Conference on Software Engineering,Database resources of the National Center for Biotechnology Information,"Abstract The National Center for Biotechnology Information (NCBI) provides a large suite of online resources for biological information and data, including the GenBank® nucleic acid sequence database and the PubMed database of citations and abstracts for published life science journals. The Entrez system provides search and retrieval operations for most of these data from 39 distinct databases. The E-utilities serve as the programming interface for the Entrez system. Augmenting many of the Web applications are custom implementations of the BLAST program optimized to search specialized data sets. New resources released in the past year include PubMed Data Management, RefSeq Functional Elements, genome data download, variation services API, Magic-BLAST, QuickBLASTp, and Identical Protein Groups. Resources that were updated in the past year include the genome data viewer, a human genome resources page, Gene, virus variation, OSIRIS, and PubChem. All of these resources can be accessed through the NCBI home page at www.ncbi.nlm.nih.gov.",poster,cp29
