reviewId,paperId,reviewText,reviewDecision,reviewDecisionBoolean,paperTitle
r367,p367,Review content,accepted,1,"Color Science, Concepts and Methods. Quantitative Data and Formulas"
r368,p368,Review content,accepted,1,The Extent and Consequences of P-Hacking in Science
r369,p369,Review content,accepted,1,Impact of data sources on citation counts and rankings of LIS faculty: Web of science versus scopus and google scholar
r370,p370,Review content,rejected,0,Human neuroimaging as a “Big Data” science
r371,p371,Review content,rejected,0,The Electric and Magnetic Field Instrument Suite and Integrated Science (EMFISIS) on RBSP
r372,p372,Review content,rejected,0,Data Science and Classification
r373,p373,Review content,accepted,1,The inevitable application of big data to health care.
r374,p374,Review content,accepted,1,"Data Mining: Concepts and Techniques, 3rd edition"
r375,p375,Review content,accepted,1,Qualitative Descriptive Methods in Health Science Research
r376,p376,Review content,accepted,1,Big Data and Science: Myths and Reality
r377,p377,Review content,rejected,0,The Science DMZ: A network design pattern for data-intensive science
r378,p378,Review content,accepted,1,Mapping citizen science contributions to the UN sustainable development goals
r379,p379,Review content,rejected,0,"Materials Cloud, a platform for open computational science"
r380,p380,Review content,accepted,1,A survey of machine learning for big data processing
r381,p381,Review content,accepted,1,Secondary Data Analysis: A Method of which the Time Has Come
r382,p382,Review content,accepted,1,"Interpreting Qualitative Data: Methods for Analysing Talk, Text and Interaction"
r383,p383,Review content,accepted,1,What is Data Science ? Fundamental Concepts and a Heuristic Example
r384,p384,Review content,accepted,1,From Little Science to Big Science
r385,p385,Review content,accepted,1,Citizen Science and Volunteered Geographic Information: Overview and Typology of Participation
r386,p386,Review content,accepted,1,Data Management and Analysis Methods
r387,p387,Review content,accepted,1,Outlier Detection for Temporal Data: A Survey
r388,p388,Review content,accepted,1,Data Streams - Models and Algorithms
r389,p389,Review content,accepted,1,scmap: projection of single-cell RNA-seq data across data sets
r390,p390,Review content,accepted,1,Characterization of the LIGO detectors during their sixth science run
r391,p391,Review content,accepted,1,Educational Data Mining and Learning Analytics
r392,p392,Review content,accepted,1,"Big data: Issues, challenges, tools and Good practices"
r393,p393,Review content,accepted,1,A Bibliometric Analysis and Visualization of Medical Big Data Research
r394,p394,Review content,accepted,1,The natural selection of bad science
r395,p395,Review content,rejected,0,Can citizen science enhance public understanding of science?
r396,p396,Review content,rejected,0,Between Data Science and Applied Data Analysis
r397,p397,Review content,accepted,1,"Data Science, Classification and Related Methods"
r398,p398,Review content,rejected,0,Advances in data science and classification
r399,p399,Review content,accepted,1,Big Data and cloud computing: innovation opportunities and challenges
r400,p400,Review content,accepted,1,Data Preprocessing in Data Mining
r401,p401,Review content,accepted,1,Astronomical Data Analysis Software and Systems XV
r402,p402,Review content,accepted,1,Openness in Political Science: Data Access and Research Transparency
r403,p403,Review content,accepted,1,"""Big Data"" : big gaps of knowledge in the field of internet science"
r404,p404,Review content,accepted,1,Sharing Data and Materials in Psychological Science
r405,p405,Review content,accepted,1,Next Generation Science Standards
r406,p406,Review content,accepted,1,Comment on “Estimating the reproducibility of psychological science”
r407,p407,Review content,accepted,1,Ecoinformatics: supporting ecology as a data-intensive science.
r408,p408,Review content,rejected,0,Big healthcare data: preserving security and privacy
r409,p409,Review content,accepted,1,Open Science - Practical Issues in Open Research Data
r410,p410,Review content,accepted,1,Concrete mathematics - a foundation for computer science
r411,p411,Review content,accepted,1,Topology and data
r412,p412,Review content,accepted,1,"Statistics for experimenters : an introduction to design, data analysis, and model building"
r413,p413,Review content,accepted,1,The Fourth Paradigm: Data-Intensive Scientific Discovery
r414,p414,Review content,accepted,1,Data-intensive science applied to broad-scale citizen science.
r415,p415,Review content,accepted,1,What Is Citizen Science? – A Scientometric Meta-Analysis
r416,p416,Review content,accepted,1,Big data and the future of ecology
r417,p417,Review content,accepted,1,Linear Mixed Models for Longitudinal Data
r418,p418,Review content,accepted,1,ImmPort: disseminating data to the public for the future of immunology
r419,p419,Review content,accepted,1,Social Science in the Era of Big Data
r420,p420,Review content,accepted,1,Where are human subjects in Big Data research? The emerging ethics divide
r421,p421,Review content,accepted,1,Lessons from lady beetles: accuracy of monitoring data from US and UK citizen-science programs
r422,p422,Review content,accepted,1,The View from Above: Applications of Satellite Data in Economics
r423,p423,Review content,accepted,1,A Criteria-based Assessment of the Coverage of Scopus and Web of Science
r424,p424,Review content,accepted,1,"Statistics for High-Dimensional Data: Methods, Theory and Applications"
r425,p425,Review content,accepted,1,Assessing the quality and trustworthiness of citizen science data
r426,p426,Review content,accepted,1,Functional Data Analysis
r427,p427,Review content,accepted,1,Qualitative Data Analysis After Coding
r428,p428,Review content,accepted,1,Taxonomic bias in biodiversity data and societal preferences
r429,p429,Review content,accepted,1,The Pan-STARRS1 Database and Data Products
r430,p430,Review content,accepted,1,JENDL-4.0: A New Library for Nuclear Science and Engineering
r431,p431,Review content,accepted,1,Citizen Science: A Developing Tool for Expanding Science Knowledge and Scientific Literacy
r432,p432,Review content,accepted,1,Citizen Science as an Ecological Research Tool: Challenges and Benefits
r433,p433,Review content,accepted,1,ImageJ2: ImageJ for the next generation of scientific image data
r434,p434,Review content,accepted,1,Economics in the age of big data
r435,p435,Review content,rejected,0,Computational Social Science
r436,p436,Review content,accepted,1,The reusable holdout: Preserving validity in adaptive data analysis
r437,p437,Review content,accepted,1,The iPlant Collaborative: Cyberinfrastructure for Enabling Data to Discovery for the Life Sciences
r438,p438,Review content,accepted,1,The TESS science processing operations center
r439,p439,Review content,accepted,1,The current state of citizen science as a tool for ecological research and public engagement
r440,p440,Review content,accepted,1,Fuzzy-Set Social Science
r441,p441,Review content,accepted,1,Online analysis enhances use of NASA Earth science data
r442,p442,Review content,accepted,1,The Deluge of Spurious Correlations in Big Data
r443,p443,Review content,accepted,1,Principled Missing Data Treatments
r444,p444,Review content,rejected,0,The KDD process for extracting useful knowledge from volumes of data
r445,p445,Review content,accepted,1,The lure of rationality: Why does the deficit model persist in science communication?
r446,p446,Review content,accepted,1,Critical Reviews in Food Science and Nutrition
r447,p447,Review content,accepted,1,The BIG Data Center: from deposition to integration to translation
r448,p448,Review content,accepted,1,Handbook of Theoretical Computer Science
r449,p449,Review content,accepted,1,"Big Data, Little Data, No Data: Scholarship in the Networked World"
r450,p450,Review content,accepted,1,"Frascati manual 2015 : guidelines for collecting and reporting data in research and experimental development: the measurement of scientific, technological and innovation activities."
r451,p451,Review content,accepted,1,Inquiry-based science instruction—what is it and does it matter? Results from a research synthesis years 1984 to 2002
r452,p452,Review content,accepted,1,Politicization of Science in the Public Sphere
r453,p453,Review content,rejected,0,Data sharing
r454,p454,Review content,accepted,1,Crisis informatics—New data for extraordinary times
r455,p455,Review content,accepted,1,The Analysis of Social Science Data with Missing Values
r456,p456,Review content,rejected,0,A Review of Microsoft Academic Services for Science of Science Studies
r457,p457,Review content,accepted,1,The Synthetic Data Vault
