reviewId,paperId,reviewText,reviewDecision,paperTitle
r925,p925,Review Comment,1,The thematic and citation landscape of Data and Knowledge Engineering
r926,p926,Review Comment,1,ROBPCA: A New Approach to Robust Principal Component Analysis
r927,p927,Review Comment,0,Low-Speed Wind Tunnel Testing
r928,p928,Review Comment,0,Computational Thermodynamics: The Calphad Method
r929,p929,Review Comment,1,Constraining the metabolic genotype–phenotype relationship using a phylogeny of in silico methods
r930,p930,Review Comment,1,EPPA: An Efficient and Privacy-Preserving Aggregation Scheme for Secure Smart Grid Communications
r931,p931,Review Comment,0,Engineering Design via Surrogate Modelling: A Practical Guide
r932,p932,Review Comment,1,An evolutionary‐based data mining technique for assessment of civil engineering systems
r933,p933,Review Comment,1,Data Fusion by Matrix Factorization
r934,p934,Review Comment,1,Genetic algorithms in engineering electromagnetics
r935,p935,Review Comment,1,An approach to engineering the requirements of data warehouses
r936,p936,Review Comment,1,"Data-based mechanistic modelling of environmental, ecological, economic and engineering systems."
r937,p937,Review Comment,0,Big Data: Unleashing information
r938,p938,Review Comment,1,Engineering applications of the self-organizing map
r939,p939,Review Comment,1,A Model-Driven Goal-Oriented Requirement Engineering Approach for Data Warehouses
r940,p940,Review Comment,1,The Magnetic Electron Ion Spectrometer (MagEIS) Instruments Aboard the Radiation Belt Storm Probes (RBSP) Spacecraft
r941,p941,Review Comment,1,Numerical Modeling of Wind Turbine Wakes
r942,p942,Review Comment,1,Visual Reverse Engineering of Binary and Data Files
r943,p943,Review Comment,1,How to infer gene networks from expression profiles
r944,p944,Review Comment,1,Toward data mining engineering: A software engineering approach
r945,p945,Review Comment,1,Engineering Statistics
r946,p946,Review Comment,0,Mobile Communications Engineering
r947,p947,Review Comment,1,Transcriptional Regulatory Networks in Saccharomyces cerevisiae
r948,p948,Review Comment,1,Developing a data quality framework for asset management in engineering organisations
r949,p949,Review Comment,1,Industrial Adoption of Model-Driven Engineering: Are the Tools Really the Problem?
r950,p950,Review Comment,1,Engineering new paths to water data
r951,p951,Review Comment,0,Evolutionary optimization with data collocation for reverse engineering of biological networks
r952,p952,Review Comment,0,On Using Conceptual Data Modeling for Ontology Engineering
r953,p953,Review Comment,1,Data mining in software engineering
r954,p954,Review Comment,1,Toyota's Principles of Set-Based Concurrent Engineering
r955,p955,Review Comment,1,Why Ricker wavelets are successful in processing seismic data: Towards a theoretical explanation
r956,p956,Review Comment,1,The meaningful use of big data: four perspectives -- four challenges
r957,p957,Review Comment,1,"CAP twelve years later: How the ""rules"" have changed"
r958,p958,Review Comment,0,Data-Driven Continuous Evolution of Smart Systems
r959,p959,Review Comment,1,"A case study of multiservice, multipriority traffic engineering design for data networks"
r960,p960,Review Comment,1,Empirical Data Modeling in Software Engineering Using Radical Basis Functions
r961,p961,Review Comment,1,Missing Data in Software Engineering
r962,p962,Review Comment,1,Interpolation and Approximation
r963,p963,Review Comment,1,Applications of data mining in software engineering
r964,p964,Review Comment,0,Better library design: data‐driven protein engineering
r965,p965,Review Comment,1,Design Data for Engineering Ceramics: A Review of the Flexure Test
r966,p966,Review Comment,1,Anatomy of STEM teaching in North American universities
r967,p967,Review Comment,1,Mining Software Engineering Data
r968,p968,Review Comment,1,Engineering Privacy by Design
r969,p969,Review Comment,1,Applications of genome-scale metabolic reconstructions
r970,p970,Review Comment,1,Evaluating the Relative Performance of Engineering Design Projects: A Case Study Using Data Envelopment Analysis
r971,p971,Review Comment,1,GreenDCN: A General Framework for Achieving Energy Efficiency in Data Center Networks
r972,p972,Review Comment,1,READ: Reverse Engineering of Automotive Data Frames
r973,p973,Review Comment,0,Acm Sigsoft Software Engineering Notes Vol 17 No 4 Foundations for the Study of Software Architecture
r974,p974,Review Comment,1,"Parallel Control and Management for Intelligent Transportation Systems: Concepts, Architectures, and Applications"
r975,p975,Review Comment,1,Engineering Sciences Data Unit (ESDU)
r976,p976,Review Comment,1,Multivariate Hawkes processes: an application to financial data
r977,p977,Review Comment,1,Deep-STORM: super-resolution single-molecule microscopy by deep learning
r978,p978,Review Comment,1,Recent Techniques of Clustering of Time Series Data: A Survey
r979,p979,Review Comment,1,Social Cognitive Predictors of Academic Interests and Goals in Engineering: Utility for Women and Students at Historically Black Universities.
r980,p980,Review Comment,0,Engineering Complex Embedded Systems with State Analysis and the Mission Data System
r981,p981,Review Comment,1,NGA Project Strong-Motion Database
r982,p982,Review Comment,1,Information requirements engineering for data warehouse systems
r983,p983,Review Comment,1,Creating Fragility Functions for Performance-Based Earthquake Engineering
r984,p984,Review Comment,1,Engineering cyber infrastructure for U‐Pb geochronology: Tripoli and U‐Pb_Redux
r985,p985,Review Comment,0,Data warehousing and analytics infrastructure at facebook
r986,p986,Review Comment,1,A look into the nature and causes of human errors in the intensive care unit*
r987,p987,Review Comment,1,Methods and Algorithms for Correlation Analysis in R
r988,p988,Review Comment,0,Summary and Discussion
r989,p989,Review Comment,1,Reverse Engineering of Metabolic Pathways from Observed Data Using Genetic Programming
r990,p990,Review Comment,1,An Engineering Data Book
r991,p991,Review Comment,1,Data Reduction Methods for Reverse Engineering
r992,p992,Review Comment,1,An extensive comparison of bug prediction approaches
r993,p993,Review Comment,1,Research Challenges for Data Mining in Science and Engineering
r994,p994,Review Comment,1,Informal information for web-based engineering catalogues
r995,p995,Review Comment,1,Parameter mapping and data transformation for engineering application integration
r996,p996,Review Comment,0,Practical Applications of Time-lapse Seismic Data
r997,p997,Review Comment,0,"Engineering Rock Mass Classifications: A Complete Manual for Engineers and Geologists in Mining, Civil, and Petroleum Engineering"
r998,p998,Review Comment,1,Doing Data Science
r999,p999,Review Comment,1,A Simple Ocean Data Assimilation Analysis of the Global Upper Ocean 1950–95. Part I: Methodology
r1000,p1000,Review Comment,0,TBtools - an integrative toolkit developed for interactive analyses of big biological data.
r1001,p1001,Review Comment,0,"Big data: The next frontier for innovation, competition, and productivity"
r1002,p1002,Review Comment,0,Business Intelligence and Analytics: From Big Data to Big Impact
r1003,p1003,Review Comment,1,Big Data Analytics: A Survey
r1004,p1004,Review Comment,1,Big data: the management revolution.
r1005,p1005,Review Comment,1,"A Survey on Big Data Analytics: Challenges, Open Research Issues and Tools"
r1006,p1006,Review Comment,1,Big Data Analytics
r1007,p1007,Review Comment,1,Escaping the Big Data Paradigm with Compact Transformers
r1008,p1008,Review Comment,1,"Beyond the hype: Big data concepts, methods, and analytics"
r1009,p1009,Review Comment,1,The use of Big Data Analytics in healthcare
r1010,p1010,Review Comment,1,"Big Data: A Revolution That Will Transform How We Live, Work, and Think"
r1011,p1011,Review Comment,0,Traffic Flow Prediction With Big Data: A Deep Learning Approach
r1012,p1012,Review Comment,1,CRITICAL QUESTIONS FOR BIG DATA
r1013,p1013,Review Comment,1,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy
r1014,p1014,Review Comment,1,Big Data's Disparate Impact
r1015,p1015,Review Comment,1,A survey on data‐efficient algorithms in big data era
r1016,p1016,Review Comment,1,"Digital twin-driven product design, manufacturing and service with big data"
r1017,p1017,Review Comment,1,CatBoost for big data: an interdisciplinary review
r1018,p1018,Review Comment,1,An Introductory Review of Deep Learning for Prediction Models With Big Data
r1019,p1019,Review Comment,1,Big Data in Finance
r1020,p1020,Review Comment,1,"IoT, Big Data, and Artificial Intelligence in Agriculture and Food Industry"
r1021,p1021,Review Comment,0,Big Data Analytics Capabilities and Innovation: The Mediating Role of Dynamic Capabilities and Moderating Effect of the Environment
r1022,p1022,Review Comment,0,Big Data Service Architecture: A Survey
r1023,p1023,Review Comment,1,Big data with cloud computing: Discussions and challenges
r1024,p1024,Review Comment,1,The ProteomeXchange consortium in 2020: enabling ‘big data’ approaches in proteomics
r1025,p1025,Review Comment,1,Big Data and Big Data Analytics
r1026,p1026,Review Comment,1,Big data for cyber physical systems in industry 4.0: a survey
r1027,p1027,Review Comment,0,Big Data Storage
r1028,p1028,Review Comment,1,The Rise of “Big Data” on Cloud Computing
r1029,p1029,Review Comment,1,Analysis of Dimensionality Reduction Techniques on Big Data
r1030,p1030,Review Comment,1,Brief introduction of medical database and data mining technology in big data era
r1031,p1031,Review Comment,1,Big Data
r1032,p1032,Review Comment,1,Big Data in Smart Farming – A review
r1033,p1033,Review Comment,1,"The rise of ""big data"" on cloud computing: Review and open research issues"
r1034,p1034,Review Comment,1,"Big data in healthcare: management, analysis and future prospects"
r1035,p1035,Review Comment,1,Big Data Analytics in Intelligent Transportation Systems: A Survey
r1036,p1036,Review Comment,1,Privacy in the age of medical big data
r1037,p1037,Review Comment,1,"Big Data and Predictive Analytics and Manufacturing Performance: Integrating Institutional Theory, Resource‐Based View and Big Data Culture"
r1038,p1038,Review Comment,1,Sentiment Analysis in Tourism: Capitalizing on Big Data
r1039,p1039,Review Comment,1,Data mining with big data
r1040,p1040,Review Comment,0,Critical analysis of Big Data challenges and analytical methods
r1041,p1041,Review Comment,1,Big data analytics capabilities and knowledge management: impact on firm performance
r1042,p1042,Review Comment,1,"Uncertainty in big data analytics: survey, opportunities, and challenges"
r1043,p1043,Review Comment,1,Big data analytics in healthcare: promise and potential
r1044,p1044,Review Comment,1,Flexible and durable wood-based triboelectric nanogenerators for self-powered sensing in athletic big data analytics
